FID,,,,,,,,,,,,,,,,,,,,,,,,,,
83,东营市:GDP(亿元),3430.5,3250.2,3000,2676.4,2359.9,2059,2028.3,1664.8,1450.3,1166.1,893.2,696.1,540.3,501.5,465.1,330.8,315.7,300.2,259.1,229.3,188,125.7,86.6,75.3,65.7
84,临沂市:GDP(亿元),3569.8,3336.8,3012.8,2770.5,2400,2069.1,1901.8,1660.5,1404.9,1211.8,982.5,834.6,702.1,623.2,554.6,501.6,458.8,426.8,372.6,311.8,234.4,57.8,38.4,31.1,25.9
85,威海市:GDP(亿元),2790.3,2549.7,2337.9,2111,1944.7,1733.2,1546.3,1583.5,1368.5,1169.8,960.1,836,703.5,627.1,560.9,500.8,530.7,477.6,407.1,336.7,282.4,224.2,127.4,81.5,66.8
86,德州市:GDP(亿元),2596.1,2460.6,2230.6,1950.7,1657.8,1475.1,1307.7,1180.8,1003.4,831.8,690.9,556.7,460.5,407.4,360.3,312,305.3,267.9,223.4,184.4,164.7,28.6,17.6,12,10.9
87,日照市:GDP(亿元),1611.8,1500.2,1352.6,1214.1,1025.1,864.7,774.2,629.6,505.9,426.5,352.3,311.7,261.4,234.3,209.5,185.6,175,157.1,138.3,114.5,92.4,61.5,22.9,19.5,15.7
88,枣庄市:GDP(亿元),1980.1,1830.6,1702.9,1561.7,1362,1196,1087.6,925.6,760,633.4,509.9,383.2,313.9,276.8,248.8,227.1,233.7,214.1,204,169.6,130.4,102.6,77.1,57.7,50.6
89,泰安市:GDP(亿元),3002.2,2790.7,2604,2304.3,2051.7,1715.7,1534.3,1226.1,1018.2,855.7,691.9,604.1,515.2,448,396.4,356.3,344.3,313.5,260.4,205.2,184.6,143.4,100.2,100.2,83.9
90,济南市:GDP(亿元),5770.6,5230.2,4825.1,4406.3,3910.5,3340.9,3006.8,2562.8,2185.1,1876.6,1600.3,1365.3,1200.8,1066.2,952.2,881.3,821.2,731.7,611.9,481.5,362,274.8,194.4,149.7,131.1
91,济宁市:GDP(亿元),3800.1,3501.5,3189.4,2896.7,2542.8,2238.1,2082,1736,1456.1,1266.3,1045.5,882.6,743.5,650,578.4,528.7,515.5,480.6,432.2,368.2,264.4,202.8,141.7,110.1,98.4
92,淄博市:GDP(亿元),4029.8,3801.2,3557.2,3280.2,2866.8,2445.3,2291,1945,1645.2,1431,1147.1,1003.4,780,702.1,642.2,568,536,498.8,469,404.5,333.1,273.8,171.9,124.5,106
93,滨州市:GDP(亿元),2276.7,2155.7,2015,1817.6,1551.5,1355,1239.1,1030.3,833.7,667.3,530.5,406.5,340.6,306.5,270,238.1,48.5,43.5,40.8,  ,  ,  ,  ,  ,  
94,潍坊市:GDP(亿元),4786.7,4420.7,4012.4,3541.8,3090.9,2707.2,2475.6,2056,1720.9,1471.2,1199.1,1030,895,802,714.6,647.3,774,718,630,530,419.1,337.3,215.7,166.3,144.3
95,烟台市:GDP(亿元),6002.1,5613.9,5281.4,4906.8,4358.5,3701.8,3409.2,2880,2405.8,2012.5,1631,1316,1115,979.5,879.6,800.7,740,725,650.3,575.7,448,364.9,232,157.6,137.6
96,聊城市:GDP(亿元),2516.4,2365.9,2145.7,1919.4,1622.4,1378.4,1250.3,1025.4,841.3,693.1,552.4,454.2,375.5,318.5,280.8,253.7,235.4,  ,50.1,  ,  ,  ,  ,  ,  
97,莱芜市:GDP(亿元),687.6,653.5,630,611.9,546.3,471.3,466,367.3,292,256.3,212.1,170.1,141.9,125.4,110.4,99.1,106.3,94.5,84.3,69.2,66.1,44.4,27,  ,  
98,菏泽市:GDP(亿元),2222.2,2050,1770,1556.5,1227.1,957.3,842.1,686,539.6,450.9,370.4,290.1,249.8,225.7,208.6,189.9,42.6,40.6,42.5,  ,  ,  ,  ,  ,  
99,青岛市:GDP(亿元),8693.1,8006.6,7302.1,6615.6,5666.2,4890.3,4436.2,3786.5,3206.6,2695.5,2163.8,1780.4,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
100,临汾市:GDP(亿元),1213.2,1223.9,1221.1,1135.1,890.1,766.9,754.6,658.1,588.7,523.2,375.9,295.3,223.9,192.4,171.1,38.9,35.9,32.2,28.1,  ,  ,  ,  ,  ,  
101,吕梁市:GDP(亿元),1101.4,1228.6,1230.4,1130.7,845.5,611.6,629.6,507.7,405.8,309.5,241,135,107.2,90,85.4,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
102,大同市:GDP(亿元),1001.7,967.4,931.4,842.6,695.9,596.3,569.6,490.9,406,370.3,304.7,251.5,218.4,190.2,170.2,157,170.9,155.7,145.5,123.1,106.6,88.1,51.5,45,39.6
103,太原市:GDP(亿元),2531.1,2412.9,2311.4,2080.1,1778.1,1545.2,1468.1,1254.9,1013.7,893.2,640.5,515.7,432.9,386.3,347.5,332.7,323.1,310.4,291.8,240.1,190.6,148.8,117,97.2,86.8
104,忻州市:GDP(亿元),680.3,654.7,620.9,554.5,437.5,349.3,311.3,257.3,194.5,167.2,130.2,109.4,93.4,84.4,83.4,18.1,18.6,16.6,16,  ,  ,  ,  ,  ,  
105,晋中市:GDP(亿元),1042.3,1022.2,985.9,890.2,763.8,636.8,567.8,470.2,385.7,331,253.9,203.4,170.1,149,138.4,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
106,晋城市:GDP(亿元),1035.9,1031.9,1011.6,895,730.5,606.1,527.6,420,364.4,316,244.5,198.5,172,158,144.5,133.6,140,127.1,115.6,94.5,75.3,60.8,39,25.9,23.4
107,朔州市:GDP(亿元),1003.4,1026.4,1007.1,855.2,670.2,561.3,420.4,332.2,234.1,181.7,145.2,118.6,100.4,85.4,83.5,77,83,75,64.6,53.1,47.2,35.5,15.6,13.4,12.3
108,运城市:GDP(亿元),1201.6,1140.1,1068.7,1016.8,827.4,723,691.5,619.5,550.2,470.8,368.3,293.6,230.5,193.5,171.9,30,23.8,26.3,23,  ,  ,  ,  ,  ,  
109,长治市:GDP(亿元),1331.1,1333.7,1328.6,1218.6,920.2,775.3,682.1,550.6,460.4,398.8,318.5,255.7,206,184.6,170.2,153.5,151.6,138.4,123.7,97.6,78.2,61.4,48.1,41.1,37.1
110,阳泉市:GDP(亿元),616.6,611.8,602,528.1,429.4,348.7,310.7,273.2,237.4,200.3,151.5,125.9,109.2,100.4,94.7,91,93.9,88.1,78.7,61.8,48.8,41.1,32.9,25.1,23.9
111,东沙群岛,,,,,,,,,,,,,,,,,,,,,,,,,
112,东莞市:GDP(亿元),5881.3,5490,5010,4735.4,4246.5,3763.9,3702.5,3151.9,2626.5,2181.6,1155.3,948,672.9,578.9,489.7,412.8,355.5,294.7,245.1,205.6,154.5,115,84.5,74.8,64.6
113,中山市:GDP(亿元),2823,2638.9,2441,2190.8,1850.7,1566.4,1408.5,1238.1,1036.3,880.2,610.1,501.4,415.7,362.5,312.8,272.7,249,221,181.2,155.2,130,98,71.4,52.7,43.6
114,云浮市:GDP(亿元),664,602.3,540.5,492.1,401,344.5,319.9,271,244.2,213.7,257.6,214.7,192,180.2,169.4,172.1,164,155.7,146.2,129.2,121.2,  ,  ,  ,  
115,佛山市:GDP(亿元),7441.6,7010.2,6709,6580.3,5651.5,4820.9,4333.3,3605.1,2928.2,2383.2,1656.5,1381.6,1175.9,1103.9,957.2,833.8,782.6,724.6,637.4,545.9,436.4,347.1,239.3,166.6,125.5
116,广州市:GDP(亿元),16706.9,15420.1,13551.2,12303.1,10604.5,9112.8,8215.8,7050.8,6068.4,5115.8,4115.8,3466.6,3001.7,2684.8,2383.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
117,惠州市:GDP(亿元),3000.4,2678.4,2367.6,2097.3,1730,1414.7,1290.4,1105,935,803.4,685.1,591,525.2,480.4,440.4,392.4,356,322.9,271.8,230.4,180.1,133,84.1,61.4,48.8
118,揭阳市:GDP(亿元),1780.4,1605.4,1380.2,1228.2,1009.5,816.1,725,585.9,486.8,420.5,540.5,487.8,442.1,411.5,389.4,383.6,361.1,309.9,254.3,209.7,151.2,89.5,62.7,  ,  
119,梅州市:GDP(亿元),885.8,800,746,733.2,612.9,519.3,477.9,410.6,349.2,314.5,271.6,227,204.7,189.6,175.9,161.5,152.3,144.3,138.4,127.5,110.5,85.3,61.6,47.9,42.2
120,汕头市:GDP(亿元),1717.5,1566.9,1416,1404.4,1210,1036.9,975.8,851.1,738.4,652.4,604.8,528,484.2,464.8,478,455.6,424.2,374.5,314.7,262.8,197.7,125,87,134.1,112.4
121,汕尾市:GDP(亿元),717,671.8,610.4,550.2,465.1,390,350.2,291.3,247.6,211,212.3,186.9,168.7,155.3,144.6,133,118.1,103.3,92.8,77.1,61.8,45.3,30.9,25.7,22.5
122,江门市:GDP(亿元),2083.8,2001.2,1911.1,1831.6,1571.4,1341.9,1281.6,1108.1,942.9,806.4,835.6,731.1,661.8,616.2,568.5,515.7,482.9,458.9,430.1,380.4,279.7,203.6,143.3,111.4,94.1
123,河源市:GDP(亿元),769,680.3,615.3,571.9,475.1,405.5,394.1,328.1,264.3,204.9,173.1,136.9,116.3,102.3,91.3,85.5,79.4,75.5,68.6,60.8,51.1,38,29.9,23.6,22.2
124,深圳市:GDP(亿元),16001.8,14500.2,12950.1,11502.1,9510.9,8201.2,7806.5,6765.4,5684.4,4926.9,3422.8,2860.5,2239.4,1954.2,1665.2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
125,清远市:GDP(亿元),1197.7,1093,1025,1286.2,1088.2,861.6,746.6,594,432.2,323,248.3,196.8,171.4,161.9,155.2,144.4,136.9,139.6,134.9,125.8,100.5,80.5,59.2,46.4,41.9
126,湛江市:GDP(亿元),2259,2060,1900,1708.2,1405.1,1156.7,1048.7,892.6,770.2,658.1,608.2,521,463.8,434.9,407.9,379.7,359.3,348.6,321.2,282.7,226.7,164.2,127.6,109.9,95.6
127,潮州市:GDP(亿元),850.2,780.3,706.5,647.1,559.2,480.2,442.8,380.2,330,287.6,256.9,236.5,215.2,205.1,198.1,183.7,170.1,151.5,130.2,101.3,84.5,65.1,48.9,27.2,23.6
128,珠海市:GDP(亿元),1867.2,1662.4,1504.1,1403.2,1208.6,1038.7,992.1,895.9,747.7,635,546.3,473.3,406.3,366.6,330.3,286.6,263.5,235.2,207.3,199.1,165.7,121.9,94.3,60.5,41.2
129,肇庆市:GDP(亿元),1845.1,1660.1,1473.8,1323.3,1085.9,862,715.9,592.2,516.1,450.6,548.5,466.4,450.2,411,383.4,392.4,362,331.1,288.6,241.7,184.3,227,150.5,110.7,92.4
