FID,2000,2001,2002,2003,2004,2005,2006,2005,2008,2009,2010,2011,2012,2013
0,23.41630396,22.93230208,25.91124574,23.65527585,27.75120574,27.04481826,30.48500176,32.70956358,32.48323727,28.77684978,38.35354664,36.90895189,36.90895189,34.95718151
1,0.36233206,0.537088623,0.636780476,0.518969555,0.796795267,0.655515839,0.680364847,0.909133489,1.047035622,0.700825835,1.58350795,1.485664982,1.485664982,1.645975595
2,0.278730632,0.383903665,0.398596956,0.379263678,0.450741569,0.525395642,0.550280333,0.7482531,0.688513271,0.699947524,1.42259784,1.21183749,1.21183749,1.230756484
3,0.744691164,0.897821938,0.900760353,0.660900912,0.914392172,0.964405804,1.158341159,1.525006816,1.445760504,1.217048863,2.599618309,2.032171094,2.032171094,2.067129139
4,0.987729813,1.145176966,1.098363975,0.803535272,0.965578683,1.062322831,1.244350854,1.700514295,1.588442537,1.518121811,3.036648579,2.38476958,2.38476958,2.417793796
5,0.912486383,0.975307361,1.129273227,0.827462779,1.385433418,1.369922706,1.410333558,2.229548166,2.301914198,1.904082585,3.635679826,3.0533278,3.0533278,3.312237381
6,0.15011115,0.22003822,0.221052221,0.176904177,0.227565228,0.245115245,0.28969229,0.426894427,0.405951406,0.365586366,0.791505792,0.645021645,0.645021645,0.595842596
7,0.282473268,0.369781497,0.444444444,0.361785216,0.543468154,0.446564389,0.609372385,0.889167829,0.658056718,0.565430033,1.082529056,0.916317992,0.916317992,0.912784751
8,3.259496793,3.467001041,3.764347969,2.780162254,3.584717426,3.292961684,3.559283013,4.481472346,4.640327797,4.644767856,7.46036836,6.467768459,6.467768459,7.41237735
9,0.474106492,0.353706079,0.368067607,0.25641993,0.398978848,0.426192812,0.591061143,0.741039765,0.58167962,0.536532609,1.033602455,0.953268442,0.953268442,0.983098166
10,0.28137325,0.369702745,0.421517245,0.28482755,0.46697901,0.364686731,0.437028508,0.582638503,0.604701024,0.467733397,0.818589693,0.711612271,0.711612271,0.623203367
11,1.556488095,1.717599206,1.949087302,1.549365079,1.832996032,1.464265873,1.777380952,2.15375,1.838095238,1.479920635,3.201904762,2.38906746,2.38906746,2.814325397
12,0.496960486,0.550516717,0.637203647,0.510557244,0.673130699,0.598358663,0.66804458,0.922877406,0.882208713,0.801377913,1.587416413,1.319858156,1.319858156,1.292380952
13,1.942026172,2.280006213,2.730478003,1.878421931,2.419329787,2.106511863,2.498970994,3.099367064,2.952083252,2.700656234,4.541218499,3.660855046,3.660855046,3.629052926
14,1.148228922,1.258673646,1.423568326,1.068843938,1.586572888,1.315504425,1.613434382,1.975628374,1.712338477,1.534758192,2.886065827,2.078857932,2.078857932,1.964851062
15,0.473583331,0.444585278,0.429282468,0.398985996,0.707731783,0.613132593,0.773487495,0.861625499,0.795931617,0.713080038,1.273441123,1.250811513,1.250811513,1.158932822
16,0.070682028,0.06511594,0.096033251,0.093870011,0.107943221,0.134801419,0.150819114,0.201424335,0.192674153,0.213625978,0.484930242,0.436974381,0.436974381,0.396188809
